stimulus,correct_answer,living_room_1,kitchen_1,living_room_2,bedroom_1,kitchen_2,bedroom_2,subject_id,task,block_total_cat,block_scene_cat,trial_block_cat,trial_total_cat,target_cat,category,cond_cat,conceptual,perceptual,n,typicality,ranked,typi_bin,correct_1,correct_2,cond_mem,trial_total_mem,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,categorization_trials.thisRepN,categorization_trials.thisTrialN,categorization_trials.thisN,categorization_trials.thisIndex,kitchen_a_categorization_trials.thisRepN,kitchen_a_categorization_trials.thisTrialN,kitchen_a_categorization_trials.thisN,kitchen_a_categorization_trials.thisIndex,kitchen_b_categorization_trials.thisRepN,kitchen_b_categorization_trials.thisTrialN,kitchen_b_categorization_trials.thisN,kitchen_b_categorization_trials.thisIndex,living_a_categorization_trials.thisRepN,living_a_categorization_trials.thisTrialN,living_a_categorization_trials.thisN,living_a_categorization_trials.thisIndex,living_b_categorization_trials.thisRepN,living_b_categorization_trials.thisTrialN,living_b_categorization_trials.thisN,living_b_categorization_trials.thisIndex,bed_a_categorization_trials.thisRepN,bed_a_categorization_trials.thisTrialN,bed_a_categorization_trials.thisN,bed_a_categorization_trials.thisIndex,bed_b_categorization_trials.thisRepN,bed_b_categorization_trials.thisTrialN,bed_b_categorization_trials.thisN,bed_b_categorization_trials.thisIndex,memo_training_trials.thisRepN,memo_training_trials.thisTrialN,memo_training_trials.thisN,memo_training_trials.thisIndex,memotest_trials.thisRepN,memotest_trials.thisTrialN,memotest_trials.thisN,memotest_trials.thisIndex,thisRow.t,notes,consent_text.started,consent_text.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,living_a_text_2.started,living_a_block_no.started,living_picture_image.started,living_picture_resp.keys,living_picture_resp.corr,living_picture_resp.rt,living_picture_resp.duration,living_picture_image.stopped,kitchen_fix.started,kitchen_picture_resp.keys,kitchen_picture_resp.corr,kitchen_picture_resp.rt,kitchen_picture_resp.duration,living_b_text_2.started,living_b_block_no.started,bed_a_text_2.started,bed_a_block_no.started,bed_picture_image.started,bed_picture_resp.keys,bed_picture_resp.corr,bed_picture_resp.rt,bed_picture_resp.duration,bed_b_text_2.started,bed_b_block_no.started,memo_training_slider.response,memo_training_slider.rt,memotest_task_slider.response,memotest_task_slider.rt,vpcode,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
stimuli/img_xr3up.jpg,f,1,0,0,0,0,0,1,categorization,1,1,5,5,living_room,living_room,target,75.2439024390244,53.4146341463415,41,64.3292682926829,176,high,,,,,,,,,0,0,0,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,141.0400729489993,,,,,,,,,,142.9174737780013,j,0,0.4374670379984309,None,143.6742299840007,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_hc7o8.jpg,f,1,0,0,0,0,0,1,categorization,1,1,6,6,living_room,living_room,target,35.2068965517241,36.4137931034483,29,35.8103448275862,56,low,,,,,,,,,0,0,0,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,143.7061154280018,,,,,,,,,,145.2278382609984,j,0,0.09728719399936381,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_injp0.jpg,f,1,0,0,0,0,0,1,categorization,1,1,7,7,living_room,living_room,target,63.65625,30.5,32,47.078125,95,low,,,,,,,,,0,0,0,0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,145.7080239019997,,,,,,,,,,147.0613855269985,j,0,0.06653843900130596,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_fejeo.jpg,f,1,0,0,0,0,0,1,categorization,1,1,8,8,living_room,living_room,target,81.0294117647059,65.3235294117647,34,73.1764705882353,223,high,,,,,,,,,0,0,0,0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,147.48379570700126,,,,,,,,,,149.35401524500048,j,0,0.021729091997258365,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_kost0.jpg,f,1,0,0,0,0,0,1,categorization,1,1,9,9,living_room,living_room,target,64.3030303030303,41.3636363636364,33,52.8333333333333,121,low,,,,,,,,,0,0,0,0,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,149.7363565630003,,,,,,,,,,151.3292625159993,j,0,0.31647440700180596,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_xt3jt.jpg,f,1,0,0,0,0,0,1,categorization,1,1,10,10,living_room,living_room,target,61.4242424242424,40.8181818181818,33,51.1212121212121,114,low,,,,,,,,,0,0,0,0,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,151.9975468369994,,,,,,,,,,153.6431551800015,j,0,1.0585437129993807,None,154.40409246700074,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_00ojb.jpg,f,1,0,0,0,0,0,1,categorization,1,1,11,11,living_room,living_room,target,82.2702702702703,67.4324324324324,37,74.8513513513514,239,high,,,,,,,,,0,0,0,0,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,155.06611153300037,,,,,,,,,,156.28378725400034,j,0,0.8335700070019811,None,157.04296020399852,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_fmgjx.jpg,f,1,0,0,0,0,0,1,categorization,1,1,12,12,living_room,living_room,target,81.5333333333333,56.0666666666667,30,68.8,199,high,,,,,,,,,0,0,0,0,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,157.47397225199893,,,,,,,,,,158.61323190500116,j,0,1.0649027789986576,None,159.37673189899942,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_fud7l.jpg,j,1,0,0,0,0,0,1,categorization,1,1,13,13,living_room,kitchen,distractor,57.3846153846154,45.1153846153846,26,51.25,204,low,,,,,,,,,0,0,0,0,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,160.04034670200053,,,,,,,,,,161.2339691740017,j,1,0.138184880001063,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_u1i9n.jpg,j,1,0,0,0,0,0,1,categorization,1,1,14,14,living_room,kitchen,distractor,87.4516129032258,61.5161290322581,31,74.4838709677419,648,high,,,,,,,,,0,0,0,0,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,161.7445705909995,,,,,,,,,,163.37824393600022,j,1,0.14852575700206216,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_t4sid.jpg,j,1,0,0,0,0,0,1,categorization,1,1,15,15,living_room,kitchen,distractor,59.6206896551724,36,29,47.8103448275862,168,low,,,,,,,,,0,0,0,0,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,163.89681854800074,,,,,,,,,,165.16170577199955,j,1,0.1528436469998269,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_o2lar.jpg,f,1,0,0,0,0,0,1,categorization,1,1,16,16,living_room,living_room,target,45.1935483870968,34.6129032258064,31,39.9032258064516,67,low,,,,,,,,,0,0,0,0,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,165.6679683399998,,,,,,,,,,167.66341204299897,j,0,0.2453655239987711,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_wwe90.jpg,j,1,0,0,0,0,0,1,categorization,1,1,17,17,living_room,bedroom,distractor,69.6111111111111,51.1111111111111,36,60.3611111111111,220,low,,,,,,,,,0,0,0,0,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,168.27257535399985,,,,,,,,,,169.7659697449999,j,1,0.09971926999787684,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_u5hpm.jpg,j,1,0,0,0,0,0,1,categorization,1,1,18,18,living_room,kitchen,distractor,67.3513513513514,39.1891891891892,37,53.2702702702703,228,low,,,,,,,,,0,0,0,0,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,170.22872152999844,,,,,,,,,,171.28332670099917,j,1,0.23515557100108708,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_xib79.jpg,f,1,0,0,0,0,0,1,categorization,1,1,19,19,living_room,living_room,target,79.0322580645161,51.8387096774194,31,65.4354838709677,178,high,,,,,,,,,0,0,0,0,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,171.8780105500009,,,,,,,,,,173.27907789600067,j,0,1.0010597579966998,None,174.03737469599946,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_8297a.jpg,f,1,0,0,0,0,0,1,categorization,1,1,20,20,living_room,living_room,target,92.0882352941177,76.3823529411765,34,84.2352941176471,288,high,,,,,,,,,0,0,0,0,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,174.65198448500087,,,,,,,,,,175.9883486209983,j,0,1.263533847999497,None,176.7593886579998,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_16kib.jpg,f,1,0,0,0,0,0,1,categorization,1,1,21,21,living_room,living_room,target,81.2647058823529,58.8235294117647,34,70.0441176470588,204,high,,,,,,,,,0,0,0,0,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,177.61169521199918,,,,,,,,,,179.47802387800039,j,0,0.134702944997116,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_9ro1y.jpg,f,1,0,0,0,0,0,1,categorization,1,1,22,22,living_room,living_room,target,66.9473684210526,49.2105263157895,38,58.0789473684211,144,low,,,,,,,,,0,0,0,0,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,179.97718504699878,,,,,,,,,,181.042808350001,j,0,0.5122663980000652,None,181.80409674800103,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_kf7vw.jpg,f,1,0,0,0,0,0,1,categorization,1,1,23,23,living_room,living_room,target,88.3142857142857,59.5142857142857,35,73.9142857142857,227,high,,,,,,,,,0,0,0,0,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,181.91706212699864,,,,,,,,,,183.80172130700157,j,0,0.09481008899820154,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_gnxyk.jpg,f,1,0,0,0,0,0,1,categorization,1,1,24,24,living_room,living_room,target,86.4864864864865,72.4054054054054,37,79.4459459459459,269,high,,,,,,,,,0,0,0,0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,184.2530129629995,,,,,,,,,,185.30795340999975,j,0,1.1060834449999675,None,186.06552258300144,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
stimuli/img_jpldg.jpg,f,1,0,0,0,0,0,1,categorization,1,1,25,25,living_room,living_room,target,81.7878787878788,58.1212121212121,33,69.9545454545455,203,high,,,,,,,,,0,0,0,0,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,186.78097326100033,,,,,,,,,,187.83468624200032,j,0,0.03626553899812279,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-04-05_16h41.55.092,V_1_memo_end,2023.2.3,119.48621167876702,2024-04-05 16h42.07.553099 +0200,
