thisRow.t,notes,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
,,1,,,,2024-06-22_15h07.34.849,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h07.47.034661 +0200,
