stimulus,correct_answer,correct_1,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,memo_training_trials.thisRepN,memo_training_trials.thisTrialN,memo_training_trials.thisN,memo_training_trials.thisIndex,categorization_trials.thisRepN,categorization_trials.thisTrialN,categorization_trials.thisN,categorization_trials.thisIndex,kitchens_1,living_rooms_1,bedrooms_1,living_rooms_2,bedrooms_2,kitchens_2,thisRow.t,notes,instructions_cat_2.started,instructions_cat_2.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,memo_training_slider_key_resp.keys,memo_training_slider_key_resp.rt,memo_training_slider_key_resp.duration,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
,,,,,,,,,,,,,,,,,,,,,,,80.20453487499617,82.01147279200086,,,,,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_13.jpg,f,,0,0,0,12,,,,,,,,,,,,,,,84.5298361249952,,,,j,0,86.18892341699393,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_15.jpg,f,,0,1,1,14,,,,,,,,,,,,,,,87.20284412500041,,,,j,0,89.26512695899874,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_3.jpg,j,,0,2,2,2,,,,,,,,,,,,,,,90.27644549999968,,,,j,1,91.8559211669999,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_16.jpg,f,,0,3,3,15,,,,,,,,,,,,,,,92.86969891699846,,,,j,0,96.42425562499557,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_4.jpg,j,,0,4,4,3,,,,,,,,,,,,,,,97.42661450000014,,,,j,1,99.15715920899675,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_7.jpg,j,,0,5,5,6,,,,,,,,,,,,,,,100.17672004199994,,,,j,1,102.22410362499795,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_9.jpg,j,,0,6,6,8,,,,,,,,,,,,,,,103.22682012499718,,,,j,1,104.82877920899773,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_8.jpg,j,,0,7,7,7,,,,,,,,,,,,,,,105.84370399999898,,,,j,1,110.18980812499649,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_11.jpg,j,,0,8,8,10,,,,,,,,,,,,,,,111.19354541699431,,,,j,1,113.5905495420011,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_2.jpg,j,,0,9,9,1,,,,,,,,,,,,,,,114.59424416699767,,,,j,1,119.45773729199573,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_10.jpg,j,,0,10,10,9,,,,,,,,,,,,,,,120.46069204199739,,,,j,1,122.45057408399589,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_6.jpg,j,,0,11,11,5,,,,,,,,,,,,,,,123.46080387499387,,,,j,1,125.13027133399737,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_5.jpg,j,,0,12,12,4,,,,,,,,,,,,,,,126.14457862499694,,,,j,1,127.90795591699862,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_1.jpg,j,,0,13,13,0,,,,,,,,,,,,,,,129.01092158399842,,,,j,1,133.29516491699906,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_12.jpg,j,,0,14,14,11,,,,,,,,,,,,,,,134.31119679199765,,,,j,1,136.49323654199543,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_14.jpg,f,,0,15,15,13,,,,,,,,,,,,,,,137.49470337499952,,,,j,0,140.99723345899838,None,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_8.jpg,,1,,,,,0,0,0,7,,,,,,,,,,,144.04538233399944,,,,,,,,j,147.12520533399947,None,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_20.jpg,,3,,,,,0,1,1,15,,,,,,,,,,,148.62228470899572,,,,,,,,j,150.54665283399663,None,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_11.jpg,,1,,,,,0,2,2,10,,,,,,,,,,,152.03906508399814,,,,,,,,j,153.70814162500028,None,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_9.jpg,,1,,,,,0,3,3,8,,,,,,,,,,,155.2060040419965,,,,,,,,j,158.01265687499836,None,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_6.jpg,,1,,,,,0,4,4,5,,,,,,,,,,,159.50609274999442,,,,,,,,j,None,None,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_2.jpg,,1,,,,,0,5,5,1,,,,,,,,,,,162.77888524999435,,,,,,,,j,165.10920724999596,None,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_17.jpg,,3,,,,,0,6,6,12,,,,,,,,,,,166.6057866669944,,,,,,,,j,169.0163350839939,None,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
stimuli/train_10.jpg,,1,,,,,0,7,7,9,,,,,,,,,,,170.50643141699402,,,,,,,,j,173.06176945899642,None,2,,,,2024-06-01_17h51.39.982,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h51.47.279958 +0200,
