thisRow.t,notes,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
,,2,,,,2024-06-01_17h24.50.546,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-01 17h24.57.565153 +0200,
