stimulus,correct_answer,correct_1,living_room_1,kitchen_1,living_room_2,bedroom_1,kitchen_2,bedroom_2,subject_id,task,block_total_cat,block_scene_cat,trial_block_cat,trial_total_cat,target_cat,category,cond_cat,conceptual,perceptual,n,typicality,ranked,typi_bin,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,memo_training_trials.thisRepN,memo_training_trials.thisTrialN,memo_training_trials.thisN,memo_training_trials.thisIndex,categorization_trials.thisRepN,categorization_trials.thisTrialN,categorization_trials.thisN,categorization_trials.thisIndex,kitchen_a_categorization_trials.thisRepN,kitchen_a_categorization_trials.thisTrialN,kitchen_a_categorization_trials.thisN,kitchen_a_categorization_trials.thisIndex,kitchen_a_memotest.thisRepN,kitchen_a_memotest.thisTrialN,kitchen_a_memotest.thisN,kitchen_a_memotest.thisIndex,kitchen_b_categorization_trials.thisRepN,kitchen_b_categorization_trials.thisTrialN,kitchen_b_categorization_trials.thisN,kitchen_b_categorization_trials.thisIndex,kitchen_b_memotest.thisRepN,kitchen_b_memotest.thisTrialN,kitchen_b_memotest.thisN,kitchen_b_memotest.thisIndex,living_a_categorization_trials.thisRepN,living_a_categorization_trials.thisTrialN,living_a_categorization_trials.thisN,living_a_categorization_trials.thisIndex,thisRow.t,notes,instructions_cat_2.started,instructions_cat_2.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,memo_training_slider_key_resp.keys,memo_training_slider_key_resp.rt,memo_training_slider_key_resp.duration,living_a_text_2.started,living_a_block_no.started,living_picture_image.started,living_picture_resp.keys,living_picture_resp.corr,living_picture_resp.rt,living_picture_resp.duration,living_picture_image.stopped,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
stimuli/ztfcvbnhg.jpg,f,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.40292666701134,,,,f,1,149.64856420800788,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/asdfghertghvgh.jpg,f,,,,,,,,,,,,,,,,,,,,,,,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6693279580213,,,,f,1,152.97236949999933,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/fvbjgv.jpg,f,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.98665541701484,,,,f,1,162.18804741700296,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/sdfghjklkjbv.jpg,f,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.2035527920234,,,,f,1,167.75589541700901,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/khfp.jpg,f,,,,,,,,,,,,,,,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.77008762501646,,,,f,1,170.17806462501176,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/ihnbvcfgd.jpg,f,,,,,,,,,,,,,,,,,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.18710450001527,,,,f,1,175.333492958016,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/uzgfvbnh.jpg,j,,,,,,,,,,,,,,,,,,,,,,,0,9,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.33734541700687,,,,f,0,177.70324629201787,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/zgfdetz.jpg,j,,,,,,,,,,,,,,,,,,,,,,,0,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.71364937501494,,,,f,0,180.12189016700722,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/lituryeyxcfvghjk.jpg,f,,,,,,,,,,,,,,,,,,,,,,,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.17067658301676,,,,f,1,183.22018979201675,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/uhnnfhj.jpg,j,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.230708957999,,,,f,0,187.49362104199827,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/hhhh.jpg,f,,,,,,,,,,,,,,,,,,,,,,,0,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.50420245801797,,,,f,1,194.66690566702164,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/asdfghjkloelkjhg.jpg,f,,,,,,,,,,,,,,,,,,,,,,,0,14,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.67145766702015,,,,f,1,197.61802833300317,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/erthjnbvcfg.jpg,f,,,,,,,,,,,,,,,,,,,,,,,0,15,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.6211527500127,,,,f,1,201.4499350830156,None,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/erthjnbvcfg.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,208.82001391702215,,,,,,,,f,211.05056683300063,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/sdfghjklkjbv.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,212.55477729201084,,,,,,,,f,214.60739637500956,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/lituryeyxcfvghjk.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,216.10417674999917,,,,,,,,f,217.3863453750091,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/sdfghj.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,218.88810933299828,,,,,,,,f,221.4389222500031,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/lkjhgfdxsdfghj.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,222.9561045000155,,,,,,,,f,224.62237470800756,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/kjhgfdfgh.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,226.13824170801672,,,,,,,,f,228.10350158301299,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/khfp.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,229.6054697080108,,,,,,,,f,231.5739249580074,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/uhnbgh.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,15,,,,,,,,,,,,,,,,,,,,,,,,,233.0895276670053,,,,,,,,f,234.87765779200708,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/asdfghertghvgh.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,236.36637195802177,,,,,,,,f,240.91653741701157,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/ztfcvbnhg.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,242.423016500019,,,,,,,,f,244.13938029200654,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/asdfghjkloelkjhg.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,245.63945962500293,,,,,,,,f,247.87419791700086,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/ihnbvcfgd.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,6,,,,,,,,,,,,,,,,,,,,,,,,,249.38957045800635,,,,,,,,f,251.0935814580007,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/fvbjgv.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,252.58969683301984,,,,,,,,f,254.74640916701173,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/oelkjhgfcfghjk.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,256.2565058330074,,,,,,,,f,260.23514345800504,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/asdfgh.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,12,,,,,,,,,,,,,,,,,,,,,,,,,261.74020158301573,,,,,,,,f,263.3197973750066,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/hhhh.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,9,,,,,,,,,,,,,,,,,,,,,,,,,264.82376954201027,,,,,,,,f,267.40602029202273,None,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/img_k0m56.jpg,f,,1,0,0,0,0,0,1,categorization,1,1,1,1,living_room,living_room,target,76.0277777777778,49.9722222222222,36,63,168,high,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,273.80412608300685,,,,,,,,,,,274.20126970802085,274.20126970802085,276.5677040000155,f,1,276.9932162920013,None,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/img_89dvt.jpg,f,,1,0,0,0,0,0,1,categorization,1,1,2,2,living_room,living_room,target,79.9032258064516,63,31,71.4516129032258,212,high,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,1,277.010354500002,,,,,,,,,,,,,278.73121616701246,f,1,281.8546937920037,None,279.47356570800184,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/img_zv0dq.jpg,j,,1,0,0,0,0,0,1,categorization,1,1,3,3,living_room,bedroom,distractor,78,56.0625,32,67.03125,304,high,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,2,281.88459212501766,,,,,,,,,,,,,283.09821333302534,f,0,287.22106333301053,None,283.8405083749967,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/img_hfj08.jpg,f,,1,0,0,0,0,0,1,categorization,1,1,4,4,living_room,living_room,target,86.5897435897436,60.6410256410256,39,73.6153846153846,225,high,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,3,287.23494824999943,,,,,,,,,,,,,288.5217054579989,f,1,291.11239500000374,None,289.2675816670235,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/img_xr3up.jpg,f,,1,0,0,0,0,0,1,categorization,1,1,5,5,living_room,living_room,target,75.2439024390244,53.4146341463415,41,64.3292682926829,176,high,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,4,291.1294103330001,,,,,,,,,,,,,293.0489429580048,f,1,294.0360762500204,None,293.79084600001806,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/img_hc7o8.jpg,f,,1,0,0,0,0,0,1,categorization,1,1,6,6,living_room,living_room,target,35.2068965517241,36.4137931034483,29,35.8103448275862,56,low,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,5,294.05192358299973,,,,,,,,,,,,,295.13241379201645,f,1,295.77068616700126,None,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/img_injp0.jpg,f,,1,0,0,0,0,0,1,categorization,1,1,7,7,living_room,living_room,target,63.65625,30.5,32,47.078125,95,low,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,6,295.78535345802084,,,,,,,,,,,,,297.5897843330167,f,1,298.2123472500243,None,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/img_fejeo.jpg,f,,1,0,0,0,0,0,1,categorization,1,1,8,8,living_room,living_room,target,81.0294117647059,65.3235294117647,34,73.1764705882353,223,high,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,7,298.2282285830006,,,,,,,,,,,,,300.1321933750005,f,1,300.68248429201776,None,,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
stimuli/img_kost0.jpg,f,,1,0,0,0,0,0,1,categorization,1,1,9,9,living_room,living_room,target,64.3030303030303,41.3636363636364,33,52.8333333333333,121,low,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,8,300.6957110000076,,,,,,,,,,,,,302.5153903750179,f,1,303.26454383300734,None,303.2578166250023,1,,,,2024-05-27_16h04.21.790,SceneCat_2023_2_key_resp,2024.1.1,None,2024-05-27 16h04.29.323257 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.2788079580059,,,,,,,,,,,,,304.905467375007,,,,,,,,,,,,,,,
