stimulus,correct_answer,correct_1,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,memo_training_trials.thisRepN,memo_training_trials.thisTrialN,memo_training_trials.thisN,memo_training_trials.thisIndex,thisRow.t,notes,instructions_cat_2.started,instructions_cat_2.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,memo_training_slider_key_resp.keys,memo_training_slider_key_resp.rt,memo_training_slider_key_resp.duration,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
stimuli/train_12.jpg,,1,,,,,0,0,0,11,111.35246449999977,,,,,,,,f,112.72789416599699,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_9.jpg,,1,,,,,0,1,1,8,114.4540020409986,,,,,,,,f,116.21793516599428,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_10.jpg,,1,,,,,0,2,2,9,117.71990725000069,,,,,,,,f,119.1206679579991,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_1.jpg,,1,,,,,0,3,3,0,120.70439312500093,,,,,,,,f,122.7886682909957,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_8.jpg,,1,,,,,0,4,4,7,124.28706783300004,,,,,,,,f,126.45687820799503,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_5.jpg,,1,,,,,0,5,5,4,127.96325779099425,,,,,,,,f,133.2249219160003,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_4.jpg,,1,,,,,0,6,6,3,134.73747591599385,,,,,,,,f,136.31447758300055,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_17.jpg,,3,,,,,0,7,7,12,137.821015290996,,,,,,,,f,140.4672244579997,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_20.jpg,,3,,,,,0,8,8,15,141.96939812499477,,,,,,,,f,143.1225380830001,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_7.jpg,,1,,,,,0,9,9,6,144.71967920799943,,,,,,,,f,146.57268883299548,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_19.jpg,,3,,,,,0,10,10,14,148.08776658299757,,,,,,,,f,152.43338354099978,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_6.jpg,,1,,,,,0,11,11,5,153.93817112499528,,,,,,,,f,156.18723445799696,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_11.jpg,,1,,,,,0,12,12,10,157.6879219159964,,,,,,,,f,159.23475604099804,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_2.jpg,,1,,,,,0,13,13,1,160.73847679099708,,,,,,,,f,163.03416079099406,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_3.jpg,,1,,,,,0,14,14,2,164.53911854099715,,,,,,,,f,170.0257700000002,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
stimuli/train_18.jpg,,3,,,,,0,15,15,13,171.53835933299706,,,,,,,,f,174.57750870799646,None,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
,,,,,,,,,,,,,,,,,,,,,,20,,,,2024-06-02_13h52.02.413,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h52.08.891680 +0200,
