stimulus,correct_answer,correct_1,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,memo_training_trials.thisRepN,memo_training_trials.thisTrialN,memo_training_trials.thisN,memo_training_trials.thisIndex,thisRow.t,notes,instructions_cat_2.started,instructions_cat_2.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,memo_training_slider_key_resp.keys,memo_training_slider_key_resp.rt,memo_training_slider_key_resp.duration,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-02_13h33.36.409,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h33.42.685147 +0200,
,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-02_13h33.36.409,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h33.42.685147 +0200,
,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-02_13h33.36.409,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h33.42.685147 +0200,
,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-02_13h33.36.409,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h33.42.685147 +0200,
,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-02_13h33.36.409,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h33.42.685147 +0200,
,,,,,,,,,,,,,29.80810320800083,30.39175266699749,,,,,,,,1,,,,2024-06-02_13h33.36.409,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h33.42.685147 +0200,
,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-02_13h33.36.409,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h33.42.685147 +0200,
stimuli/train_10.jpg,j,,0,0,0,9,,,,,32.89498529199773,,,,j,1,35.25372924999829,None,,,,1,,,,2024-06-02_13h33.36.409,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h33.42.685147 +0200,
stimuli/train_12.jpg,j,,0,1,1,11,,,,,36.263228541996796,,,,j,1,38.29618733299867,None,,,,1,,,,2024-06-02_13h33.36.409,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h33.42.685147 +0200,
stimuli/train_2.jpg,j,,0,2,2,1,,,,,39.296766583000135,,,,j,1,41.12880700000096,None,,,,1,,,,2024-06-02_13h33.36.409,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h33.42.685147 +0200,
