stimulus,correct_answer,correct_1,bedrooms_1,living_rooms_1,kitchens_1,kitchens_2,living_rooms_2,bedrooms_2,subject_id,task,block_total,block_scene,trial_block,trial_total,target_cat,category,cond_cat,cond_mem,conceptual,perceptual,typicality,n,p_typicality,p_conceptual,p_perceptual,r_typicality,r_conceptual,r_perceptual,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,memo_training_trials.thisRepN,memo_training_trials.thisTrialN,memo_training_trials.thisN,memo_training_trials.thisIndex,categorization_trials.thisRepN,categorization_trials.thisTrialN,categorization_trials.thisN,categorization_trials.thisIndex,kitchen_a_categorization_trials.thisRepN,kitchen_a_categorization_trials.thisTrialN,kitchen_a_categorization_trials.thisN,kitchen_a_categorization_trials.thisIndex,kitchen_a_memotest.thisRepN,kitchen_a_memotest.thisTrialN,kitchen_a_memotest.thisN,kitchen_a_memotest.thisIndex,kitchen_b_categorization_trials.thisRepN,kitchen_b_categorization_trials.thisTrialN,kitchen_b_categorization_trials.thisN,kitchen_b_categorization_trials.thisIndex,kitchen_b_memotest.thisRepN,kitchen_b_memotest.thisTrialN,kitchen_b_memotest.thisN,kitchen_b_memotest.thisIndex,living_a_categorization_trials.thisRepN,living_a_categorization_trials.thisTrialN,living_a_categorization_trials.thisN,living_a_categorization_trials.thisIndex,living_a_memotest.thisRepN,living_a_memotest.thisTrialN,living_a_memotest.thisN,living_a_memotest.thisIndex,living_b_categorization_trials.thisRepN,living_b_categorization_trials.thisTrialN,living_b_categorization_trials.thisN,living_b_categorization_trials.thisIndex,living_b_memotest.thisRepN,living_b_memotest.thisTrialN,living_b_memotest.thisN,living_b_memotest.thisIndex,bed_a_categorization_trials.thisRepN,bed_a_categorization_trials.thisTrialN,bed_a_categorization_trials.thisN,bed_a_categorization_trials.thisIndex,bed_a_memotest.thisRepN,bed_a_memotest.thisTrialN,bed_a_memotest.thisN,bed_a_memotest.thisIndex,bed_b_categorization_trials.thisRepN,bed_b_categorization_trials.thisTrialN,bed_b_categorization_trials.thisN,bed_b_categorization_trials.thisIndex,bed_b_memotest.thisRepN,bed_b_memotest.thisTrialN,bed_b_memotest.thisN,bed_b_memotest.thisIndex,thisRow.t,notes,instructions_cat_2.started,instructions_cat_2.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,memo_training_slider_key_resp.keys,memo_training_slider_key_resp.rt,memo_training_slider_key_resp.duration,bed_b_text_2.started,bed_b_block_no.started,bed_picture_image.started,bed_picture_resp.keys,bed_picture_resp.corr,bed_picture_resp.rt,bed_picture_resp.duration,bed_picture_image.stopped,memotest_task_slider_key_resp.keys,memotest_task_slider_key_resp.rt,memotest_task_slider_key_resp.duration,kitchen_fix.started,kitchen_picture_resp.keys,kitchen_picture_resp.corr,kitchen_picture_resp.rt,kitchen_picture_resp.duration,living_a_text_2.started,living_a_block_no.started,living_picture_image.started,living_picture_resp.keys,living_picture_resp.corr,living_picture_resp.rt,living_picture_resp.duration,living_picture_image.stopped,bed_a_text_2.started,bed_a_block_no.started,living_b_text_2.started,living_b_block_no.started,vpcode,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.806460625026375,5.296286958036944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_15.jpg,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.821726375026628,,,,j,0,10.061030832992401,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_10.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.071320208022371,,,,j,1,12.816753083025105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_12.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.828514875029214,,,,j,1,15.733554832986556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_16.jpg,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.745128375012428,,,,j,0,18.347671833005734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_8.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36208983301185,,,,j,1,21.558935667038895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_5.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.571814833034296,,,,j,1,24.28644712502137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_13.jpg,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.295423833013047,,,,j,0,26.874440582992975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_4.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.88898995803902,,,,j,1,29.641410292009823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_3.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.655389124993235,,,,j,1,32.4750519170193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_7.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.47951358300634,,,,j,1,34.859958124987315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_9.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8624045419856,,,,j,1,37.37709287501639,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_2.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.389718917023856,,,,j,1,40.100982500007376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_11.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.12280825001653,,,,j,1,42.5032262080349,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_1.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.51291945803678,,,,j,1,49.508042000001296,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_14.jpg,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.51313120801933,,,,j,0,52.809838166984264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_6.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.83017316699261,,,,j,1,55.40855829202337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_1.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.10454908298561,,,,,,,,j,62.24279458302772,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_12.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.74747404200025,,,,,,,,j,65.79542870802106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_20.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.31329704204109,,,,,,,,j,69.48710916703567,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_10.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.97990825003944,,,,,,,,j,72.99255770799937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_2.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.49771550000878,,,,,,,,j,75.93653491704026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_7.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.44798829202773,,,,,,,,j,78.91762679204112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_9.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.41467720799847,,,,,,,,j,81.70248654199531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_8.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.31454291701084,,,,,,,,j,85.02913854201324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_19.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.53000941703795,,,,,,,,j,88.06645645800745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_5.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.56464829202741,,,,,,,,j,91.04257004201645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_3.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.54827841703082,,,,,,,,j,93.8441552920267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_18.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.34226879203925,,,,,,,,j,99.51030683302088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_17.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.01428262499394,,,,,,,,j,106.74714895803481,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_6.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.24315129203023,,,,,,,,j,109.7314267079928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_11.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.23257333302172,,,,,,,,j,113.56436520803254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/train_4.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.06629987503402,,,,,,,,j,117.63970325002447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_bj2gr.png,j,,0,0,0,0,0,1,1,categorization,1,2,8,343,bedrooms,bedrooms,target,None,65.25,44.8,55.025,40,4,4,4,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,128.72037795803044,,,,,,,,,,,129.02081304200692,129.02081304200692,132.2190929580247,j,1,132.55626112502068,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_cgdyc.png,j,,0,0,0,0,0,1,1,categorization,1,2,15,350,bedrooms,bedrooms,target,None,32.93023255813954,14.04651162790698,23.48837209302326,43,1,1,1,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,14,,,,,132.57089783303672,,,,,,,,,,,,,134.451222417003,j,1,134.91858404199593,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_3bxjb.png,j,,0,0,0,0,0,1,1,categorization,1,2,24,359,bedrooms,bedrooms,target,None,87.28571428571429,72.65714285714286,79.97142857142858,35,10,10,10,9,9,10,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,23,,,,,134.93634287500754,,,,,,,,,,,,,136.4735818330082,j,1,136.77467483299552,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_t4hvr.png,j,,0,0,0,0,0,1,1,categorization,1,2,23,358,bedrooms,bedrooms,target,None,61.69230769230769,39.76923076923077,50.73076923076923,39,3,3,3,4,3,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,22,,,,,136.8017464579898,,,,,,,,,,,,,138.18515249999473,j,1,138.38606733299093,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_anzgh.png,j,,0,0,0,0,0,1,1,categorization,1,2,1,336,bedrooms,bedrooms,target,None,75.10526315789474,55.76315789473684,65.4342105263158,38,6,6,6,6,6,6,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,138.51925004203804,,,,,,,,,,,,,140.16734149999684,j,1,140.4126474999939,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_kzg3h.png,j,,0,0,0,0,0,1,1,categorization,1,2,17,352,bedrooms,bedrooms,target,None,77.02777777777777,56.22222222222222,66.625,36,7,7,7,7,7,7,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,16,,,,,140.49386708298698,,,,,,,,,,,,,141.58467745798407,j,1,None,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_okvvw.png,j,,0,0,0,0,0,1,1,categorization,1,2,9,344,bedrooms,bedrooms,target,None,50.58333333333334,32.11111111111111,41.34722222222223,36,2,2,2,2,2,3,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,142.07687691703904,,,,,,,,,,,,,143.3187245419831,j,1,143.60709941701498,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_ic3os.png,j,,0,0,0,0,0,1,1,categorization,1,2,21,356,bedrooms,bedrooms,target,None,84.79069767441861,66.16279069767442,75.47674418604652,43,9,9,9,8,9,9,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,20,,,,,143.65251899999566,,,,,,,,,,,,,144.99991737504024,j,1,145.28486462502042,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_wz6x5.png,f,,0,0,0,0,0,1,1,categorization,1,2,4,339,bedrooms,living_rooms,distractor,None,68.3695652173913,48.47826086956522,58.42391304347826,46,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,3,,,,,145.3352760830312,,,,,,,,,,,,,146.9427071250393,j,0,147.22600666701328,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_2pnl2.png,j,,0,0,0,0,0,1,1,categorization,1,2,13,348,bedrooms,bedrooms,target,None,6.621621621621622,7.135135135135135,6.878378378378379,37,1,1,1,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,12,,,,,147.26898541703122,,,,,,,,,,,,,148.63278404198354,j,1,148.92089375003707,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_anjr0.png,f,,0,0,0,0,0,1,1,categorization,1,2,16,351,bedrooms,kitchens,distractor,None,67.88888888888889,45.80555555555556,56.84722222222222,36,4,4,4,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,15,,,,,148.96937183302362,,,,,,,,,,,,,150.7170696670073,j,0,151.16676808299962,None,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
