stimulus,correct_answer,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,thisRow.t,notes,instructions_cat_2.started,instructions_cat_2.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
,,,,,,,,,,,,,,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
,,,,,,,,,,,,,,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
,,,,,,,,,,,,,,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
,,,,,,,,,,,,,,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
,,,,,,,,6.489353166951332,7.372864582983311,,,,,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
,,,,,,,,,,,,,,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
stimuli/train_x8.jpg,f,0,0,0,23,9.862038457999006,,,,j,0,12.517944124992937,None,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
stimuli/train_16.jpg,f,0,1,1,15,13.528517541999463,,,,f,1,21.8079698329675,None,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
stimuli/train_13.jpg,f,0,2,2,12,22.822035749966744,,,,f,1,25.950666249962524,None,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
stimuli/train_15.jpg,f,0,3,3,14,26.96243458299432,,,,f,1,34.73263370798668,None,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
stimuli/train_6.jpg,j,0,4,4,5,35.74613137496635,,,,j,1,38.824583957961295,None,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
stimuli/train_1.jpg,j,0,5,5,0,39.82938758295495,,,,j,1,42.32699941698229,None,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
stimuli/train_x1.jpg,f,0,6,6,16,43.32966758299153,,,,f,1,46.362097916950006,None,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
stimuli/train_11.jpg,j,0,7,7,10,47.36321570799919,,,,j,1,49.70904854196124,None,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
stimuli/train_x5.jpg,f,0,8,8,20,50.713316582958214,,,,f,1,53.7934891670011,None,1,,,,2024-06-21_09h21.49.591,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-21 09h21.57.209857 +0200,
,,,,,,54.79692512500333,,,,,,,,,,,,,,,,,
