stimulus,correct_answer,correct_1,kitchens_1,living_rooms_1,bedrooms_1,living_rooms_2,bedrooms_2,kitchens_2,subject_id,task,block_total,block_scene,trial_block,trial_total,target_cat,category,cond_cat,cond_mem,conceptual,perceptual,typicality,n,p_typicality,p_conceptual,p_perceptual,r_typicality,r_conceptual,r_perceptual,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,memo_training_trials.thisRepN,memo_training_trials.thisTrialN,memo_training_trials.thisN,memo_training_trials.thisIndex,categorization_trials.thisRepN,categorization_trials.thisTrialN,categorization_trials.thisN,categorization_trials.thisIndex,kitchen_a_categorization_trials.thisRepN,kitchen_a_categorization_trials.thisTrialN,kitchen_a_categorization_trials.thisN,kitchen_a_categorization_trials.thisIndex,kitchen_a_memotest.thisRepN,kitchen_a_memotest.thisTrialN,kitchen_a_memotest.thisN,kitchen_a_memotest.thisIndex,kitchen_b_categorization_trials.thisRepN,kitchen_b_categorization_trials.thisTrialN,kitchen_b_categorization_trials.thisN,kitchen_b_categorization_trials.thisIndex,kitchen_b_memotest.thisRepN,kitchen_b_memotest.thisTrialN,kitchen_b_memotest.thisN,kitchen_b_memotest.thisIndex,living_a_categorization_trials.thisRepN,living_a_categorization_trials.thisTrialN,living_a_categorization_trials.thisN,living_a_categorization_trials.thisIndex,living_a_memotest.thisRepN,living_a_memotest.thisTrialN,living_a_memotest.thisN,living_a_memotest.thisIndex,living_b_categorization_trials.thisRepN,living_b_categorization_trials.thisTrialN,living_b_categorization_trials.thisN,living_b_categorization_trials.thisIndex,living_b_memotest.thisRepN,living_b_memotest.thisTrialN,living_b_memotest.thisN,living_b_memotest.thisIndex,bed_a_categorization_trials.thisRepN,bed_a_categorization_trials.thisTrialN,bed_a_categorization_trials.thisN,bed_a_categorization_trials.thisIndex,bed_a_memotest.thisRepN,bed_a_memotest.thisTrialN,bed_a_memotest.thisN,bed_a_memotest.thisIndex,bed_b_categorization_trials.thisRepN,bed_b_categorization_trials.thisTrialN,bed_b_categorization_trials.thisN,bed_b_categorization_trials.thisIndex,thisRow.t,notes,instructions_cat_2.started,instructions_cat_2.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,memo_training_slider_key_resp.keys,memo_training_slider_key_resp.rt,memo_training_slider_key_resp.duration,bed_b_text_2.started,bed_b_block_no.started,bed_picture_image.started,bed_picture_image.stopped,bed_picture_resp.keys,bed_picture_resp.corr,bed_picture_resp.rt,bed_picture_resp.duration,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
stimuli/train_11.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.61883329199918,,,,j,1,68.81692695799575,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_6.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.81917333299498,,,,j,1,71.43575470799988,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_14.jpg,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.43613149999874,,,,f,1,74.95439979199728,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_3.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.96902487499756,,,,j,1,77.98598333299742,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_2.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.98619879199396,,,,j,1,80.55620049999561,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_7.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.56953429200075,,,,j,1,84.514843207995,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_9.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.51975766699616,,,,j,1,87.53164912499778,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_4.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.55250170799991,,,,j,1,90.33848812499491,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_5.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.35293641699536,,,,j,1,93.8937863329993,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_8.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.90427154200006,,,,j,1,96.46468158299831,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_10.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.47980987499614,,,,j,1,99.66876658299589,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_15.jpg,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6699034169942,,,,f,1,102.9178220419999,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_12.jpg,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.92023520799557,,,,j,1,106.54204466699593,None,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_4.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.88637891699909,,,,,,,,j,115.9704526669957,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_11.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.47160033299588,,,,,,,,d,121.78583774999424,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_1.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.28795233299752,,,,,,,,d,125.79280833299708,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_12.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.30440266699588,,,,,,,,d,129.96663704199455,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_19.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.47163691699825,,,,,,,,j,134.5756075419995,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_9.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.07064079200063,,,,,,,,d,138.43664741699467,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_7.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.93801645799977,,,,,,,,j,142.6408963329959,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_5.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.13799120800104,,,,,,,,k,147.60118249999505,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_10.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.10512954199658,,,,,,,,d,152.12612999999692,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_20.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.62135249999847,,,,,,,,d,157.21743791699555,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_17.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.72182791699743,,,,,,,,k,163.2772024579972,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_2.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.77185991699662,,,,,,,,k,168.80063987500034,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_6.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.30652308299614,,,,,,,,d,173.25923491700087,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_18.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.77287845799583,,,,,,,,k,177.64138575000106,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_3.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.15674520799803,,,,,,,,k,182.35124124999857,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/train_8.jpg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.85645845799445,,,,,,,,d,186.4513656249983,None,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/img_l1h36.png,j,,0,0,0,0,1,0,2,categorization,1,2,23,291,bedrooms,bedrooms,target,None,26.64285714285714,9.142857142857142,17.89285714285714,42,1,1,1,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,22,189.63812533299642,,,,,,,,,,,189.91142808299628,189.91142808299628,192.31798887499463,193.06677158299863,j,1,193.2068406249964,None,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
stimuli/img_badai.png,j,,0,0,0,0,1,0,2,categorization,1,2,14,282,bedrooms,bedrooms,target,None,63.97435897435897,43.38461538461539,53.67948717948718,39,4,4,4,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,13,193.23341591699864,,,,,,,,,,,,,194.85920975000045,195.60672987499856,j,1,195.65267320799467,None,1,,,,2024-06-02_13h40.07.695,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-02 13h40.13.561643 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.6672747499979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
